entry_idx,entry_dt,dir,entry_price,oracle_pnl,H1_sr_target,H1_sr_found,H1_sr_dist_atr,H1_htf_atr,conv_reason,conv_pnl,conv_bars,H1_reason,H1_pnl,H1_bars,M15_sr_target,M15_sr_found,M15_sr_dist_atr,M15_htf_atr,M15_reason,M15_pnl,M15_bars
65631,2025-11-05 17:20:00,SELL,3969.55,299.00000000002365,3674.61,True,19.81,14.89,EMACross,-706.9999999999709,7,EMACross(FB),-706.9999999999709,7,3674.61,True,31.93,9.2384,EMACross(FB),-706.9999999999709,7
65710,2025-11-05 18:39:00,BUY,3983.07,726.9999999999982,0.0,False,0.0,14.962,TimeExit,-67.00000000000728,29,TimeExit,-67.00000000000728,29,0.0,False,0.0,7.90301,TimeExit,-67.00000000000728,29
65775,2025-11-05 19:44:00,BUY,3983.13,565.0000000000091,0.0,False,0.0,14.43907,TimeExit,-98.00000000000182,8,TimeExit,-98.00000000000182,8,0.0,False,0.0,7.27767,TimeExit,-98.00000000000182,8
65836,2025-11-05 20:45:00,SELL,3980.38,123.00000000000182,3674.61,True,22.73,13.44986,TimeExit,-159.9999999999909,8,TimeExit,-159.9999999999909,8,3674.61,True,52.7,5.80192,TimeExit,-159.9999999999909,8
65897,2025-11-05 21:46:00,BUY,3987.25,292.0000000000073,0.0,False,0.0,12.94055,TimeExit,0.0,8,TimeExit,0.0,8,0.0,False,0.0,5.33096,TimeExit,0.0,8
65958,2025-11-05 22:47:00,SELL,3981.99,1522.9999999999563,3674.61,True,24.84,12.37381,TimeExit,-143.0000000000291,8,TimeExit,-143.0000000000291,8,3674.61,True,66.65,4.61197,TimeExit,-143.0000000000291,8
66019,2025-11-05 23:48:00,SELL,3982.09,1532.9999999999927,3674.61,True,26.38,11.6573,EMACross,851.0000000000218,46,EMACross(FB),851.0000000000218,46,3674.61,True,76.87,3.99986,EMACross(FB),851.0000000000218,46
66080,2025-11-06 01:50:00,BUY,3977.45,15.000000000009095,0.0,False,0.0,11.98566,TimeExit,-339.9999999999636,8,TimeExit,-339.9999999999636,8,0.0,False,0.0,4.9754,TimeExit,-339.9999999999636,8
66141,2025-11-06 02:51:00,SELL,3971.0,653.9999999999964,3674.61,True,26.3,11.26757,EMACross,-309.9999999999909,5,EMACross(FB),-309.9999999999909,5,3674.61,True,59.69,4.96532,EMACross(FB),-309.9999999999909,5
66202,2025-11-06 03:52:00,BUY,3974.28,1608.999999999969,0.0,False,0.0,11.47456,EMACross,528.9999999999964,76,EMACross(NoSR),528.9999999999964,76,0.0,False,0.0,6.16127,EMACross(NoSR),528.9999999999964,76
66263,2025-11-06 04:53:00,BUY,3983.28,708.9999999999691,0.0,False,0.0,11.39529,TimeExit,-111.00000000001273,8,TimeExit,-111.00000000001273,8,0.0,False,0.0,5.66786,TimeExit,-111.00000000001273,8
66325,2025-11-06 05:55:00,SELL,3987.23,269.9999999999818,3674.61,True,27.6,11.32792,EMACross,40.99999999998545,5,EMACross(FB),40.99999999998545,5,3674.61,True,63.03,4.96016,EMACross(FB),40.99999999998545,5
66388,2025-11-06 06:58:00,BUY,3988.91,376.0000000000218,0.0,False,0.0,10.51219,TimeExit,-187.99999999996544,9,TimeExit,-187.99999999996544,9,0.0,False,0.0,4.32986,TimeExit,-187.99999999996544,9
66483,2025-11-06 08:33:00,SELL,3985.41,309.9999999999909,3674.61,True,31.54,9.85263,TimeExit,-66.00000000003092,8,TimeExit,-66.00000000003092,8,3674.61,True,77.39,4.01606,TimeExit,-66.00000000003092,8
66544,2025-11-06 09:34:00,BUY,4005.39,1143.000000000029,0.0,False,0.0,10.97094,TimeExit,-59.999999999990905,8,TimeExit,-59.999999999990905,8,0.0,False,0.0,6.0338,TimeExit,-59.999999999990905,8
66605,2025-11-06 10:35:00,BUY,4014.11,161.9999999999891,0.0,False,0.0,11.12815,TimeExit,-251.99999999999818,8,TimeExit,-251.99999999999818,8,0.0,False,0.0,6.07546,TimeExit,-251.99999999999818,8
66675,2025-11-06 11:45:00,SELL,4011.98,767.0000000000073,3674.61,True,32.35,10.4284,EMACross,411.00000000001273,59,EMACross(FB),411.00000000001273,59,3674.61,True,67.99,4.96205,EMACross(FB),411.00000000001273,59
66736,2025-11-06 12:46:00,BUY,4007.5,1209.999999999991,0.0,False,0.0,9.95528,TimeExit,-3.000000000020009,38,TimeExit,-3.000000000020009,38,0.0,False,0.0,4.70755,TimeExit,-3.000000000020009,38
66797,2025-11-06 13:47:00,BUY,4014.37,523.0000000000018,0.0,False,0.0,10.29991,TimeExit,-117.99999999998363,22,TimeExit,-117.99999999998363,22,0.0,False,0.0,4.90641,TimeExit,-117.99999999998363,22
66858,2025-11-06 14:48:00,SELL,4008.3,1928.9999999999964,3674.61,True,29.92,11.15325,TimeExit,-146.99999999998,17,TimeExit,-146.99999999998,17,3674.61,True,60.66,5.50066,TimeExit,-146.99999999998,17
66923,2025-11-06 15:53:00,BUY,4014.21,71.99999999997999,0.0,False,0.0,11.33149,EMACross,-80.00000000001819,5,EMACross(NoSR),-80.00000000001819,5,0.0,False,0.0,5.67791,EMACross(NoSR),-80.00000000001819,5
66987,2025-11-06 16:57:00,SELL,3993.61,1853.00000000002,3674.61,True,24.27,13.14462,EMACross,382.00000000001637,28,EMACross(FB),382.00000000001637,28,3674.61,True,37.71,8.45905,EMACross(FB),382.00000000001637,28
67058,2025-11-06 18:08:00,BUY,3985.67,244.00000000000546,0.0,False,0.0,13.33992,TimeExit,-509.00000000001455,8,TimeExit,-509.00000000001455,8,0.0,False,0.0,9.09971,TimeExit,-509.00000000001455,8
67119,2025-11-06 19:09:00,BUY,3983.52,784.9999999999909,0.0,False,0.0,14.53326,StructBreak,-584.0000000000146,6,StructBreak,-584.0000000000146,6,0.0,False,0.0,8.29145,StructBreak,-584.0000000000146,6
67183,2025-11-06 20:13:00,SELL,3983.4,144.00000000000546,3674.61,True,22.01,14.02883,TimeExit,-273.0000000000018,8,TimeExit,-273.0000000000018,8,3674.61,True,34.58,8.92846,TimeExit,-273.0000000000018,8
67244,2025-11-06 21:14:00,BUY,3995.04,15.999999999985448,0.0,False,0.0,13.76365,TimeExit,-134.9999999999909,8,TimeExit,-134.9999999999909,8,0.0,False,0.0,8.06902,TimeExit,-134.9999999999909,8
67306,2025-11-06 22:16:00,SELL,3982.29,765.9999999999854,3674.61,True,23.7,12.98316,TimeExit,-142.00000000000728,8,TimeExit,-142.00000000000728,8,3674.61,True,50.04,6.14851,TimeExit,-142.00000000000728,8
67367,2025-11-06 23:17:00,SELL,3980.45,581.9999999999709,3674.61,True,25.52,11.98407,TimeExit,-82.00000000001637,10,TimeExit,-82.00000000001637,10,3674.61,True,58.05,5.26863,TimeExit,-82.00000000001637,10
67428,2025-11-07 01:19:00,BUY,3984.11,1748.9999999999782,0.0,False,0.0,12.40886,TimeExit,-95.00000000002728,8,TimeExit,-95.00000000002728,8,0.0,False,0.0,4.9999,TimeExit,-95.00000000002728,8
67490,2025-11-07 02:21:00,BUY,3992.11,1115.9999999999854,0.0,False,0.0,12.05035,TimeExit,-57.999999999992724,8,TimeExit,-57.999999999992724,8,0.0,False,0.0,5.12173,TimeExit,-57.999999999992724,8
67551,2025-11-07 03:22:00,BUY,4000.93,234.00000000001455,0.0,False,0.0,12.50764,TimeExit,-275.99999999997635,8,TimeExit,-275.99999999997635,8,0.0,False,0.0,5.77859,TimeExit,-275.99999999997635,8
67612,2025-11-07 04:23:00,SELL,3997.12,1163.9999999999873,3674.61,True,26.0,12.40262,TimeExit,-105.00000000001819,15,TimeExit,-105.00000000001819,15,3674.61,True,59.44,5.42574,TimeExit,-105.00000000001819,15
67673,2025-11-07 05:24:00,SELL,3991.61,613.0000000000109,3674.61,True,26.68,11.8796,EMACross,-112.99999999996544,6,EMACross(FB),-112.99999999996544,6,3674.61,True,54.99,5.76461,EMACross(FB),-112.99999999996544,6
67734,2025-11-07 06:25:00,BUY,3995.41,441.0000000000309,0.0,False,0.0,12.02899,TimeExit,-100.0,8,TimeExit,-100.0,8,0.0,False,0.0,5.99997,TimeExit,-100.0,8
67795,2025-11-07 07:26:00,SELL,3994.21,201.00000000002183,3674.61,True,28.18,11.33979,TimeExit,-146.99999999998,8,TimeExit,-146.99999999998,8,3674.61,True,62.55,5.10979,TimeExit,-146.99999999998,8
67856,2025-11-07 08:27:00,BUY,3998.7,1167.0000000000073,0.0,False,0.0,12.00782,EMACross,601.0000000000218,60,EMACross(NoSR),601.0000000000218,60,0.0,False,0.0,4.88038,EMACross(NoSR),601.0000000000218,60
67917,2025-11-07 09:28:00,SELL,4004.41,156.9999999999709,3674.61,True,29.08,11.34011,TimeExit,-149.00000000002365,8,TimeExit,-149.00000000002365,8,3674.61,True,60.58,5.44445,TimeExit,-149.00000000002365,8
67978,2025-11-07 10:29:00,SELL,4005.66,251.99999999999818,3674.61,True,30.87,10.72409,TimeExit,-67.00000000000728,8,TimeExit,-67.00000000000728,8,3674.61,True,63.04,5.25184,TimeExit,-67.00000000000728,8
68039,2025-11-07 11:30:00,BUY,4011.18,67.00000000000728,0.0,False,0.0,10.62622,StructBreak,-444.9999999999818,3,StructBreak,-444.9999999999818,3,0.0,False,0.0,5.21424,StructBreak,-444.9999999999818,3
68102,2025-11-07 12:33:00,SELL,4004.72,1102.9999999999745,3674.61,True,32.83,10.05605,TimeExit,-86.00000000001273,8,TimeExit,-86.00000000001273,8,3674.61,True,68.18,4.84182,TimeExit,-86.00000000001273,8
68163,2025-11-07 13:34:00,SELL,3997.24,551.9999999999982,3674.61,True,28.97,11.13658,TimeExit,-230.0000000000182,9,TimeExit,-230.0000000000182,9,3674.61,True,53.74,6.0038,TimeExit,-230.0000000000182,9
68224,2025-11-07 14:35:00,SELL,3996.92,740.9999999999854,3674.61,True,27.14,11.87704,TimeExit,-17.99999999998363,8,TimeExit,-17.99999999998363,8,3674.61,True,53.37,6.03907,TimeExit,-17.99999999998363,8
68289,2025-11-07 15:40:00,SELL,3994.29,992.0000000000073,3674.61,True,27.44,11.65076,TimeExit,-26.99999999999818,8,TimeExit,-26.99999999999818,8,3674.61,True,50.01,6.39257,TimeExit,-26.99999999999818,8
68350,2025-11-07 16:41:00,SELL,3989.01,491.0000000000309,3674.61,True,23.91,13.15066,TimeExit,-123.99999999997817,8,TimeExit,-123.99999999997817,8,3674.61,True,38.74,8.11579,TimeExit,-123.99999999997817,8
68415,2025-11-07 17:46:00,SELL,3986.92,126.00000000002183,3674.61,True,23.3,13.40391,TimeExit,-496.00000000000364,8,TimeExit,-496.00000000000364,8,3674.61,True,36.98,8.44583,TimeExit,-496.00000000000364,8
68476,2025-11-07 18:47:00,BUY,4018.58,118.0000000000291,0.0,False,0.0,16.60605,TimeExit,-746.99999999998,8,TimeExit,-746.99999999998,8,0.0,False,0.0,11.43986,TimeExit,-746.99999999998,8
68537,2025-11-07 19:48:00,BUY,3998.04,1109.0000000000146,0.0,False,0.0,16.71591,EMACross,397.00000000002547,34,EMACross(NoSR),397.00000000002547,34,0.0,False,0.0,10.47171,EMACross(NoSR),397.00000000002547,34
68607,2025-11-07 20:58:00,BUY,4006.66,230.0000000000182,0.0,False,0.0,15.77246,TimeExit,-115.99999999998545,13,TimeExit,-115.99999999998545,13,0.0,False,0.0,8.19016,TimeExit,-115.99999999998545,13
68668,2025-11-07 21:59:00,BUY,4006.69,69.99999999998181,0.0,False,0.0,14.62813,TimeExit,-194.00000000000546,8,TimeExit,-194.00000000000546,8,0.0,False,0.0,6.97668,TimeExit,-194.00000000000546,8
68729,2025-11-07 23:00:00,BUY,4004.78,979.9999999999727,0.0,False,0.0,13.30273,TimeExit,-83.0000000000382,8,TimeExit,-83.0000000000382,8,0.0,False,0.0,6.38,TimeExit,-83.0000000000382,8
68790,2025-11-10 01:03:00,BUY,4007.18,1741.000000000031,0.0,False,0.0,13.4197,TimeExit,-64.99999999996362,15,TimeExit,-64.99999999996362,15,0.0,False,0.0,6.31952,TimeExit,-64.99999999996362,15
68851,2025-11-10 02:04:00,BUY,4016.8,3653.9999999999964,0.0,False,0.0,13.34374,TimeExit,-210.00000000003638,8,TimeExit,-210.00000000003638,8,0.0,False,0.0,6.27537,TimeExit,-210.00000000003638,8
68912,2025-11-10 03:05:00,BUY,4021.48,3186.0000000000127,0.0,False,0.0,16.13924,EMACross,2071.99999999998,51,EMACross(NoSR),2071.99999999998,51,0.0,False,0.0,6.63552,EMACross(NoSR),2071.99999999998,51
68973,2025-11-10 04:06:00,SELL,4041.5,380.0000000000182,3674.61,True,23.67,15.50201,TimeExit,-330.99999999999454,8,TimeExit,-330.99999999999454,8,3674.61,True,39.68,9.24699,TimeExit,-330.99999999999454,8
69034,2025-11-10 05:07:00,BUY,4046.84,996.99999999998,0.0,False,0.0,14.48441,TimeExit,-123.00000000000182,8,TimeExit,-123.00000000000182,8,0.0,False,0.0,7.7483,TimeExit,-123.00000000000182,8
69095,2025-11-10 06:08:00,BUY,4054.17,1705.9999999999945,0.0,False,0.0,13.48915,TimeExit,-9.999999999990905,19,TimeExit,-9.999999999990905,19,0.0,False,0.0,6.63193,TimeExit,-9.999999999990905,19
69159,2025-11-10 07:12:00,SELL,4051.07,91.00000000003092,3674.61,True,26.28,14.3266,TimeExit,-175.99999999997635,8,TimeExit,-175.99999999997635,8,3674.61,True,68.7,5.48013,TimeExit,-175.99999999997635,8
69220,2025-11-10 08:13:00,BUY,4067.43,1585.0000000000364,0.0,False,0.0,13.95372,EMACross,416.0000000000309,35,EMACross(NoSR),416.0000000000309,35,0.0,False,0.0,6.12457,EMACross(NoSR),416.0000000000309,35
69281,2025-11-10 09:14:00,BUY,4078.56,663.9999999999873,0.0,False,0.0,13.00256,TimeExit,-467.0000000000073,8,TimeExit,-467.0000000000073,8,0.0,False,0.0,6.24802,TimeExit,-467.0000000000073,8
69362,2025-11-10 10:35:00,BUY,4084.11,215.99999999998545,0.0,False,0.0,12.62622,TimeExit,-341.0000000000309,8,TimeExit,-341.0000000000309,8,0.0,False,0.0,6.27806,TimeExit,-341.0000000000309,8
69423,2025-11-10 11:36:00,BUY,4082.76,350.99999999997635,0.0,False,0.0,12.91872,TimeExit,-175.0,8,TimeExit,-175.0,8,0.0,False,0.0,6.98077,TimeExit,-175.0,8
69484,2025-11-10 12:37:00,SELL,4080.8,501.9999999999982,3674.61,True,33.32,12.18956,EMACross,-193.99999999995998,3,EMACross(FB),-193.99999999995998,3,3674.61,True,63.77,6.36957,EMACross(FB),-193.99999999995998,3
69545,2025-11-10 13:38:00,BUY,4081.43,2449.0000000000236,0.0,False,0.0,11.85095,TimeExit,-14.99999999996362,15,TimeExit,-14.99999999996362,15,0.0,False,0.0,5.75778,TimeExit,-14.99999999996362,15
69606,2025-11-10 14:39:00,BUY,4095.53,1038.9999999999873,0.0,False,0.0,12.35882,TimeExit,-103.00000000002001,8,TimeExit,-103.00000000002001,8,0.0,False,0.0,5.46918,TimeExit,-103.00000000002001,8
69668,2025-11-10 15:41:00,SELL,4097.28,2297.9999999999563,3674.61,True,33.03,12.79765,EMACross,1205.9999999999945,76,EMACross(FB),1205.9999999999945,76,3674.61,True,66.58,6.34813,EMACross(FB),1205.9999999999945,76
69729,2025-11-10 16:42:00,SELL,4081.4,353.99999999999636,3674.61,True,29.63,13.72996,TimeExit,-15.000000000009095,11,TimeExit,-15.000000000009095,11,3674.61,True,53.34,7.62577,TimeExit,-15.000000000009095,11
69790,2025-11-10 17:43:00,SELL,4086.85,898.9999999999782,3674.61,True,29.25,14.0913,EMACross,92.99999999998363,23,EMACross(FB),92.99999999998363,23,3674.61,True,53.4,7.7199,EMACross(FB),92.99999999998363,23
69855,2025-11-10 18:48:00,SELL,4090.43,32.999999999992724,3674.61,True,29.62,14.04046,EMACross,-425.0,7,EMACross(FB),-425.0,7,3674.61,True,57.08,7.28495,EMACross(FB),-425.0,7
69920,2025-11-10 19:53:00,BUY,4098.58,1710.9999999999673,0.0,False,0.0,13.41506,EMACross,1025.0,52,EMACross(NoSR),1025.0,52,0.0,False,0.0,6.53046,EMACross(NoSR),1025.0,52
69981,2025-11-10 20:54:00,SELL,4107.48,83.9999999999236,3674.61,True,32.05,13.50772,EMACross,-249.00000000006912,7,EMACross(FB),-249.00000000006912,7,3674.61,True,65.82,6.57687,EMACross(FB),-249.00000000006912,7
70053,2025-11-10 22:06:00,BUY,4113.72,481.9999999999709,0.0,False,0.0,12.06331,TimeExit,-192.00000000000728,8,TimeExit,-192.00000000000728,8,0.0,False,0.0,5.48924,TimeExit,-192.00000000000728,8
70122,2025-11-10 23:15:00,BUY,4112.87,988.0000000000109,0.0,False,0.0,11.2722,TimeExit,-39.99999999996362,14,TimeExit,-39.99999999996362,14,0.0,False,0.0,4.76712,TimeExit,-39.99999999996362,14
70183,2025-11-11 01:17:00,BUY,4119.61,1707.0000000000618,0.0,False,0.0,10.91058,TimeExit,-36.999999999989086,9,TimeExit,-36.999999999989086,9,0.0,False,0.0,4.55525,TimeExit,-36.999999999989086,9
70244,2025-11-11 02:18:00,BUY,4120.86,2036.999999999989,0.0,False,0.0,11.7825,EMACross,1525.0,90,EMACross(NoSR),1525.0,90,0.0,False,0.0,4.6777,EMACross(NoSR),1525.0,90
70314,2025-11-11 03:28:00,BUY,4137.15,861.0000000000582,0.0,False,0.0,11.9795,TimeExit,-148.99999999997817,16,TimeExit,-148.99999999997817,16,0.0,False,0.0,5.53151,TimeExit,-148.99999999997817,16
70380,2025-11-11 04:34:00,SELL,4130.74,82.99999999999272,3674.61,True,38.87,11.73423,TimeExit,-660.0000000000364,8,TimeExit,-660.0000000000364,8,3674.61,True,72.75,6.27025,TimeExit,-660.0000000000364,8
70441,2025-11-11 05:35:00,BUY,4148.04,98.99999999997817,0.0,False,0.0,11.64167,TimeExit,-371.00000000000364,8,TimeExit,-371.00000000000364,8,0.0,False,0.0,5.68705,TimeExit,-371.00000000000364,8
70524,2025-11-11 06:58:00,SELL,4142.88,1813.000000000011,3674.61,True,42.42,11.03878,EMACross,806.00000000004,58,EMACross(FB),806.00000000004,58,3674.61,True,96.99,4.82799,EMACross(FB),806.00000000004,58
70585,2025-11-11 07:59:00,BUY,4131.01,680.9999999999491,0.0,False,0.0,12.19761,TimeExit,-317.0000000000073,8,TimeExit,-317.0000000000073,8,0.0,False,0.0,6.65359,TimeExit,-317.0000000000073,8
70661,2025-11-11 09:15:00,SELL,4128.74,378.99999999999636,3674.61,True,39.42,11.51927,EMACross,-325.0,5,EMACross(FB),-325.0,5,3674.61,True,72.15,6.29413,EMACross(FB),-325.0,5
70722,2025-11-11 10:16:00,BUY,4135.75,1026.0000000000218,0.0,False,0.0,11.1727,TimeExit,-97.99999999995634,8,TimeExit,-97.99999999995634,8,0.0,False,0.0,6.52503,TimeExit,-97.99999999995634,8
70783,2025-11-11 11:17:00,BUY,4143.3,271.00000000000364,0.0,False,0.0,11.23367,TimeExit,-69.99999999998181,8,TimeExit,-69.99999999998181,8,0.0,False,0.0,6.44793,TimeExit,-69.99999999998181,8
70844,2025-11-11 12:18:00,SELL,4142.42,553.9999999999964,3674.61,True,43.67,10.71185,EMACross,94.00000000005093,2,EMACross(FB),94.00000000005093,2,3674.61,True,88.11,5.30945,EMACross(FB),94.00000000005093,2
70905,2025-11-11 13:19:00,SELL,4140.37,718.99999999996,3674.61,True,46.48,10.0196,TimeExit,-284.00000000001455,8,TimeExit,-284.00000000001455,8,3674.61,True,93.13,5.00121,TimeExit,-284.00000000001455,8
70966,2025-11-11 14:20:00,SELL,4138.35,617.0000000000073,3674.61,True,45.92,10.09832,TimeExit,-203.99999999999636,8,TimeExit,-203.99999999999636,8,3674.61,True,93.2,4.97584,TimeExit,-203.99999999999636,8
71027,2025-11-11 15:21:00,BUY,4140.64,601.9999999999527,0.0,False,0.0,10.45855,TimeExit,-110.00000000003638,9,TimeExit,-110.00000000003638,9,0.0,False,0.0,5.48799,TimeExit,-110.00000000003638,9
71088,2025-11-11 16:22:00,SELL,4131.63,3456.999999999971,3674.61,True,37.54,12.17341,TimeExit,-34.00000000001455,21,TimeExit,-34.00000000001455,21,3674.61,True,70.53,6.47934,TimeExit,-34.00000000001455,21
71149,2025-11-11 17:23:00,SELL,4106.5,943.99999999996,3674.61,True,29.92,14.43295,TimeExit,-92.00000000000728,16,TimeExit,-92.00000000000728,16,3674.61,True,42.46,10.17276,TimeExit,-92.00000000000728,16
71210,2025-11-11 18:24:00,BUY,4111.17,663.0000000000109,0.0,False,0.0,13.92856,EMACross,-180.0000000000182,5,EMACross(NoSR),-180.0000000000182,5,0.0,False,0.0,9.33399,EMACross(NoSR),-180.0000000000182,5
71279,2025-11-11 19:33:00,SELL,4112.11,556.9999999999709,3674.61,True,33.56,13.03542,TimeExit,-59.00000000001455,8,TimeExit,-59.00000000001455,8,3674.61,True,58.8,7.44061,TimeExit,-59.00000000001455,8
71340,2025-11-11 20:34:00,SELL,4108.87,232.99999999999272,3674.61,True,34.46,12.60003,TimeExit,-6.000000000040018,8,TimeExit,-6.000000000040018,8,3674.61,True,65.75,6.60423,TimeExit,-6.000000000040018,8
71401,2025-11-11 21:35:00,BUY,4118.23,1358.0000000000837,0.0,False,0.0,12.80669,EMACross,1095.0000000000728,111,EMACross(NoSR),1095.0000000000728,111,0.0,False,0.0,5.70597,EMACross(NoSR),1095.0000000000728,111
71468,2025-11-11 22:42:00,BUY,4128.76,1509.0000000000146,0.0,False,0.0,12.35647,TimeExit,-19.00000000005093,8,TimeExit,-19.00000000005093,8,0.0,False,0.0,5.449,TimeExit,-19.00000000005093,8
